,,,,,,Opening balance,70,Field capacity,70,Stress point,28,Wilting point,0
15/07/2007,0,1.105,7,2007,,,,,,,,,
16/07/2007,7.9,0.149,7,2007,,,,,,,,,
17/07/2007,0,0.248,7,2007,,,,,,,,,
18/07/2007,0,0.291,7,2007,,,,,,,,,
19/07/2007,2,1.071,7,2007,,,,,,,,,
20/07/2007,9.2,0.056,7,2007,,,,,,,,,
21/07/2007,5.4,0.288,7,2007,,,,,,,,,
22/07/2007,0,0.632,7,2007,,,,,,,,,
23/07/2007,0,0.89,7,2007,,,,,,,,,
24/07/2007,0,0.864,7,2007,,,,,,,,,
25/07/2007,0,0.766,7,2007,,,,,,,,,
26/07/2007,0,1.158,7,2007,,,,,,,,,
27/07/2007,0,0.927,7,2007,,,,,,,,,
28/07/2007,0,1.051,7,2007,,,,,,,,,
29/07/2007,28.2,0,7,2007,,,,,,,,,
30/07/2007,6.4,0.434,7,2007,,,,,,,,,
31/07/2007,10.5,0.419,7,2007,,,,,,,,,
1/08/2007,1.3,1.23,8,2007,,,,,,,,,
2/08/2007,4.3,1.096,8,2007,,,,,,,,,
3/08/2007,1.2,1.46,8,2007,,,,,,,,,
4/08/2007,11.4,0,8,2007,,,,,,,,,
5/08/2007,9.7,0.925,8,2007,,,,,,,,,
6/08/2007,10.7,0.673,8,2007,,,,,,,,,
7/08/2007,5.8,0.721,8,2007,,,,,,,,,
8/08/2007,0,1.192,8,2007,,,,,,,,,
9/08/2007,0,0.827,8,2007,,,,,,,,,
10/08/2007,11.1,0.919,8,2007,,,,,,,,,
11/08/2007,15.4,0.455,8,2007,,,,,,,,,
12/08/2007,0,1.18,8,2007,,,,,,,,,
13/08/2007,0,1.555,8,2007,,,,,,,,,
14/08/2007,0,1.36,8,2007,,,,,,,,,
15/08/2007,0,1.642,8,2007,,,,,,,,,
16/08/2007,16.7,0.659,8,2007,,,,,,,,,
17/08/2007,2.6,1.087,8,2007,,,,,,,,,
18/08/2007,17,0.266,8,2007,,,,,,,,,
19/08/2007,0,1.192,8,2007,,,,,,,,,
20/08/2007,0,1.169,8,2007,,,,,,,,,
21/08/2007,0,0.942,8,2007,,,,,,,,,
22/08/2007,0,1.606,8,2007,,,,,,,,,
23/08/2007,0,1.84,8,2007,,,,,,,,,
24/08/2007,0,1.731,8,2007,,,,,,,,,
25/08/2007,0,1.4,8,2007,,,,,,,,,
26/08/2007,0,1.196,8,2007,,,,,,,,,
27/08/2007,8.7,0.869,8,2007,,,,,,,,,
28/08/2007,0,1.803,8,2007,,,,,,,,,
29/08/2007,1.2,1.939,8,2007,,,,,,,,,
30/08/2007,0,1.542,8,2007,,,,,,,,,
31/08/2007,0,1.56,8,2007,,,,,,,,,
1/09/2007,7.2,1.11,9,2007,,,,,,,,,
2/09/2007,0,1.615,9,2007,,,,,,,,,
3/09/2007,0,1.046,9,2007,,,,,,,,,
4/09/2007,5.4,0.489,9,2007,,,,,,,,,
5/09/2007,0,1.724,9,2007,,,,,,,,,
6/09/2007,0,2.457,9,2007,,,,,,,,,
7/09/2007,0,2.222,9,2007,,,,,,,,,
8/09/2007,0,1.041,9,2007,,,,,,,,,
9/09/2007,0,2.015,9,2007,,,,,,,,,
10/09/2007,0,1.715,9,2007,,,,,,,,,
11/09/2007,0,2.379,9,2007,,,,,,,,,
12/09/2007,0,1.483,9,2007,,,,,,,,,
13/09/2007,0,1.575,9,2007,,,,,,,,,
14/09/2007,0,0.811,9,2007,,,,,,,,,
15/09/2007,0,1.713,9,2007,,,,,,,,,
16/09/2007,0,1.989,9,2007,,,,,,,,,
17/09/2007,0,1.952,9,2007,,,,,,,,,
18/09/2007,0,1.561,9,2007,,,,,,,,,
19/09/2007,0,2.725,9,2007,,,,,,,,,
20/09/2007,0,2.694,9,2007,,,,,,,,,
21/09/2007,0,2.908,9,2007,,,,,,,,,
22/09/2007,0,2.848,9,2007,,,,,,,,,
23/09/2007,6.4,2.034,9,2007,,,,,,,,,
24/09/2007,1.9,0.899,9,2007,,,,,,,,,
25/09/2007,0,1.464,9,2007,,,,,,,,,
26/09/2007,0,2.211,9,2007,,,,,,,,,
27/09/2007,0,2.168,9,2007,,,,,,,,,
28/09/2007,0,3.206,9,2007,,,,,,,,,
29/09/2007,0,2.889,9,2007,,,,,,,,,
30/09/2007,5.8,1.394,9,2007,,,,,,,,,
1/10/2007,18.9,0.624,10,2007,,,,,,,,,
2/10/2007,3,2.117,10,2007,,,,,,,,,
3/10/2007,0,2.415,10,2007,,,,,,,,,
4/10/2007,9.5,2.516,10,2007,,,,,,,,,
5/10/2007,2.6,3.393,10,2007,,,,,,,,,
6/10/2007,0,2.915,10,2007,,,,,,,,,
7/10/2007,0,2.886,10,2007,,,,,,,,,
8/10/2007,9.3,0.146,10,2007,,,,,,,,,
9/10/2007,3.6,2.635,10,2007,,,,,,,,,
10/10/2007,15.8,0.238,10,2007,,,,,,,,,
11/10/2007,9.6,3.446,10,2007,,,,,,,,,
12/10/2007,3.3,1.397,10,2007,,,,,,,,,
13/10/2007,12.6,2.778,10,2007,,,,,,,,,
14/10/2007,4.3,2.334,10,2007,,,,,,,,,
15/10/2007,9.7,1.195,10,2007,,,,,,,,,
16/10/2007,3.7,1.959,10,2007,,,,,,,,,
17/10/2007,16.9,2.295,10,2007,,,,,,,,,
18/10/2007,2.2,0.906,10,2007,,,,,,,,,
19/10/2007,0,4.341,10,2007,,,,,,,,,
20/10/2007,2.4,1.583,10,2007,,,,,,,,,
21/10/2007,0,3.84,10,2007,,,,,,,,,
22/10/2007,0,3.667,10,2007,,,,,,,,,
23/10/2007,1.3,1.176,10,2007,,,,,,,,,
24/10/2007,0,3.575,10,2007,,,,,,,,,
25/10/2007,0,4.336,10,2007,,,,,,,,,
26/10/2007,0,3.841,10,2007,,,,,,,,,
27/10/2007,0,3.159,10,2007,,,,,,,,,
28/10/2007,0,4.272,10,2007,,,,,,,,,
29/10/2007,0,4.29,10,2007,,,,,,,,,
30/10/2007,0,4.225,10,2007,,,,,,,,,
31/10/2007,0,4.039,10,2007,,,,,,,,,
1/11/2007,0,1.553,11,2007,,,,,,,,,
2/11/2007,0,3.108,11,2007,,,,,,,,,
3/11/2007,0,1.915,11,2007,,,,,,,,,
4/11/2007,16,0.342,11,2007,,,,,,,,,
5/11/2007,0,4.62,11,2007,,,,,,,,,
6/11/2007,0,3.139,11,2007,,,,,,,,,
7/11/2007,0,4.264,11,2007,,,,,,,,,
8/11/2007,0,3.515,11,2007,,,,,,,,,
9/11/2007,0,4.805,11,2007,,,,,,,,,
10/11/2007,0,3.528,11,2007,,,,,,,,,
11/11/2007,0,4.059,11,2007,,,,,,,,,
12/11/2007,0,4.782,11,2007,,,,,,,,,
13/11/2007,12.4,2.524,11,2007,,,,,,,,,
14/11/2007,0,2.957,11,2007,,,,,,,,,
15/11/2007,0,3.244,11,2007,,,,,,,,,
16/11/2007,0,2.449,11,2007,,,,,,,,,
17/11/2007,0,5.414,11,2007,,,,,,,,,
18/11/2007,0,5.287,11,2007,,,,,,,,,
19/11/2007,0,4.98,11,2007,,,,,,,,,
20/11/2007,0,4.954,11,2007,,,,,,,,,
21/11/2007,0,5.427,11,2007,,,,,,,,,
22/11/2007,0,4.316,11,2007,,,,,,,,,
23/11/2007,0,4.375,11,2007,,,,,,,,,
24/11/2007,0,4.208,11,2007,,,,,,,,,
25/11/2007,0,5.99,11,2007,,,,,,,,,
26/11/2007,0,5.627,11,2007,,,,,,,,,
27/11/2007,0,5.531,11,2007,,,,,,,,,
28/11/2007,0,5.587,11,2007,,,,,,,,,
29/11/2007,0,5.089,11,2007,,,,,,,,,
30/11/2007,0,5.031,11,2007,,,,,,,,,
1/12/2007,0,4.883,12,2007,,,,,,,,,
2/12/2007,0,4.963,12,2007,,,,,,,,,
3/12/2007,0,4.295,12,2007,,,,,,,,,
4/12/2007,0,4.24,12,2007,,,,,,,,,
5/12/2007,21.9,3.43,12,2007,,,,,,,,,
6/12/2007,10.3,0.596,12,2007,,,,,,,,,
7/12/2007,0,3.279,12,2007,,,,,,,,,
8/12/2007,0,5.566,12,2007,,,,,,,,,
9/12/2007,3.8,2.172,12,2007,,,,,,,,,
10/12/2007,0,2.099,12,2007,,,,,,,,,
11/12/2007,0,2.888,12,2007,,,,,,,,,
12/12/2007,0,3.78,12,2007,,,,,,,,,
13/12/2007,0,3.835,12,2007,,,,,,,,,
14/12/2007,0,3.58,12,2007,,,,,,,,,
15/12/2007,0,4.056,12,2007,,,,,,,,,
16/12/2007,0,4.169,12,2007,,,,,,,,,
17/12/2007,0,3.191,12,2007,,,,,,,,,
18/12/2007,7.1,1.612,12,2007,,,,,,,,,
19/12/2007,12.5,0.718,12,2007,,,,,,,,,
20/12/2007,0,5.011,12,2007,,,,,,,,,
21/12/2007,0,6.11,12,2007,,,,,,,,,
22/12/2007,0,4.348,12,2007,,,,,,,,,
23/12/2007,1.3,2.691,12,2007,,,,,,,,,
24/12/2007,2.2,4.851,12,2007,,,,,,,,,
25/12/2007,17.9,1.317,12,2007,,,,,,,,,
26/12/2007,3.3,4.346,12,2007,,,,,,,,,
27/12/2007,0,4.725,12,2007,,,,,,,,,
28/12/2007,0,4.639,12,2007,,,,,,,,,
29/12/2007,0,5.032,12,2007,,,,,,,,,
30/12/2007,0,5.068,12,2007,,,,,,,,,
31/12/2007,0,3.117,12,2007,,,,,,,,,
1/01/2008,0,6.167,1,2008,,,,,,,,,
2/01/2008,0,5.997,1,2008,,,,,,,,,
3/01/2008,0,5.836,1,2008,,,,,,,,,
4/01/2008,0,5.812,1,2008,,,,,,,,,
5/01/2008,0,4.263,1,2008,,,,,,,,,
6/01/2008,0,3.702,1,2008,,,,,,,,,
7/01/2008,4.6,1.369,1,2008,,,,,,,,,
8/01/2008,33.4,0.549,1,2008,,,,,,,,,
9/01/2008,0,3.316,1,2008,,,,,,,,,
10/01/2008,0,5.12,1,2008,,,,,,,,,
11/01/2008,0,5.775,1,2008,,,,,,,,,
12/01/2008,0,5.934,1,2008,,,,,,,,,
13/01/2008,0,5.64,1,2008,,,,,,,,,
14/01/2008,0,4.853,1,2008,,,,,,,,,
15/01/2008,0,4.892,1,2008,,,,,,,,,
16/01/2008,0,6.091,1,2008,,,,,,,,,
17/01/2008,0,5.974,1,2008,,,,,,,,,
18/01/2008,0,5.494,1,2008,,,,,,,,,
19/01/2008,0,5.899,1,2008,,,,,,,,,
20/01/2008,0,5.514,1,2008,,,,,,,,,
21/01/2008,0,1.99,1,2008,,,,,,,,,
22/01/2008,0,3.31,1,2008,,,,,,,,,
23/01/2008,0,4.478,1,2008,,,,,,,,,
24/01/2008,0,5.562,1,2008,,,,,,,,,
25/01/2008,0,2.411,1,2008,,,,,,,,,
26/01/2008,0,5.772,1,2008,,,,,,,,,
27/01/2008,0,4.08,1,2008,,,,,,,,,
28/01/2008,0,5.396,1,2008,,,,,,,,,
29/01/2008,0,5.159,1,2008,,,,,,,,,
30/01/2008,0,5.587,1,2008,,,,,,,,,
31/01/2008,0,5.387,1,2008,,,,,,,,,
1/02/2008,0,5.208,2,2008,,,,,,,,,
2/02/2008,0,4.597,2,2008,,,,,,,,,
3/02/2008,0,5.296,2,2008,,,,,,,,,
4/02/2008,0,4.801,2,2008,,,,,,,,,
5/02/2008,0,4.983,2,2008,,,,,,,,,
6/02/2008,0,5.385,2,2008,,,,,,,,,
7/02/2008,0,5.232,2,2008,,,,,,,,,
8/02/2008,0,5.172,2,2008,,,,,,,,,
9/02/2008,2,2.885,2,2008,,,,,,,,,
10/02/2008,0,3.672,2,2008,,,,,,,,,
11/02/2008,1.9,3.735,2,2008,,,,,,,,,
12/02/2008,2.5,2.93,2,2008,,,,,,,,,
13/02/2008,0,4.114,2,2008,,,,,,,,,
14/02/2008,4.8,3.379,2,2008,,,,,,,,,
15/02/2008,10.9,3.6,2,2008,,,,,,,,,
16/02/2008,0,4.471,2,2008,,,,,,,,,
17/02/2008,0,3.177,2,2008,,,,,,,,,
18/02/2008,0,3.604,2,2008,,,,,,,,,
19/02/2008,0,4.462,2,2008,,,,,,,,,
20/02/2008,0,4.471,2,2008,,,,,,,,,
21/02/2008,0,3.776,2,2008,,,,,,,,,
22/02/2008,2.4,2.48,2,2008,,,,,,,,,
23/02/2008,0,1.714,2,2008,,,,,,,,,
24/02/2008,3.4,3.646,2,2008,,,,,,,,,
25/02/2008,0,3.597,2,2008,,,,,,,,,
26/02/2008,0,4.348,2,2008,,,,,,,,,
27/02/2008,0,4.245,2,2008,,,,,,,,,
28/02/2008,0,3.894,2,2008,,,,,,,,,
29/02/2008,0,4.079,2,2008,,,,,,,,,
1/03/2008,11.3,0.883,3,2008,,,,,,,,,
2/03/2008,5.4,2.938,3,2008,,,,,,,,,
3/03/2008,0,1.351,3,2008,,,,,,,,,
4/03/2008,2.4,4.28,3,2008,,,,,,,,,
5/03/2008,0,3.096,3,2008,,,,,,,,,
6/03/2008,0,3.94,3,2008,,,,,,,,,
7/03/2008,0,3.792,3,2008,,,,,,,,,
8/03/2008,0,3.532,3,2008,,,,,,,,,
9/03/2008,2.9,2.215,3,2008,,,,,,,,,
10/03/2008,0,4.105,3,2008,,,,,,,,,
11/03/2008,0,3.109,3,2008,,,,,,,,,
12/03/2008,0,3.154,3,2008,,,,,,,,,
13/03/2008,0,3.217,3,2008,,,,,,,,,
14/03/2008,0,3.403,3,2008,,,,,,,,,
15/03/2008,0,4.003,3,2008,,,,,,,,,
16/03/2008,0,2.856,3,2008,,,,,,,,,
17/03/2008,0,3.781,3,2008,,,,,,,,,
18/03/2008,0,3.842,3,2008,,,,,,,,,
19/03/2008,0,1.449,3,2008,,,,,,,,,
20/03/2008,0,1.044,3,2008,,,,,,,,,
21/03/2008,0,3.282,3,2008,,,,,,,,,
22/03/2008,0,2.613,3,2008,,,,,,,,,
23/03/2008,0,2.593,3,2008,,,,,,,,,
24/03/2008,0,1.299,3,2008,,,,,,,,,
25/03/2008,0,1.951,3,2008,,,,,,,,,
26/03/2008,0,3.057,3,2008,,,,,,,,,
27/03/2008,0,2.987,3,2008,,,,,,,,,
28/03/2008,0,2.562,3,2008,,,,,,,,,
29/03/2008,9.3,1.092,3,2008,,,,,,,,,
30/03/2008,38.3,0.066,3,2008,,,,,,,,,
31/03/2008,4.1,0.701,3,2008,,,,,,,,,
1/04/2008,0,1.543,4,2008,,,,,,,,,
2/04/2008,0,2.181,4,2008,,,,,,,,,
3/04/2008,0,1.79,4,2008,,,,,,,,,
4/04/2008,0,2.27,4,2008,,,,,,,,,
5/04/2008,0,1.409,4,2008,,,,,,,,,
6/04/2008,5.9,1,4,2008,,,,,,,,,
7/04/2008,0,1.946,4,2008,,,,,,,,,
8/04/2008,0,2.244,4,2008,,,,,,,,,
9/04/2008,0,2.534,4,2008,,,,,,,,,
10/04/2008,0,2.708,4,2008,,,,,,,,,
11/04/2008,0,2.523,4,2008,,,,,,,,,
12/04/2008,0,2.407,4,2008,,,,,,,,,
13/04/2008,0,1.344,4,2008,,,,,,,,,
14/04/2008,7.6,0.104,4,2008,,,,,,,,,
15/04/2008,0,0.17,4,2008,,,,,,,,,
16/04/2008,7.4,1.696,4,2008,,,,,,,,,
17/04/2008,16.1,0,4,2008,,,,,,,,,
18/04/2008,1.2,1.336,4,2008,,,,,,,,,
19/04/2008,1.6,1.355,4,2008,,,,,,,,,
20/04/2008,0,1.746,4,2008,,,,,,,,,
21/04/2008,1.6,1.597,4,2008,,,,,,,,,
22/04/2008,0,1.394,4,2008,,,,,,,,,
23/04/2008,0,0.861,4,2008,,,,,,,,,
24/04/2008,0,1.917,4,2008,,,,,,,,,
25/04/2008,0,1.302,4,2008,,,,,,,,,
26/04/2008,0,2.071,4,2008,,,,,,,,,
27/04/2008,6.1,1.111,4,2008,,,,,,,,,
28/04/2008,3.6,0.535,4,2008,,,,,,,,,
29/04/2008,47.3,1.848,4,2008,,,,,,,,,
30/04/2008,1.6,1.413,4,2008,,,,,,,,,
1/05/2008,4.1,0.598,5,2008,,,,,,,,,
2/05/2008,12.8,0.938,5,2008,,,,,,,,,
3/05/2008,0,1.848,5,2008,,,,,,,,,
4/05/2008,24.8,0.63,5,2008,,,,,,,,,
5/05/2008,5.9,0,5,2008,,,,,,,,,
6/05/2008,0,1.653,5,2008,,,,,,,,,
7/05/2008,0,0.818,5,2008,,,,,,,,,
8/05/2008,0,1.69,5,2008,,,,,,,,,
9/05/2008,3.9,0.022,5,2008,,,,,,,,,
10/05/2008,0,0.725,5,2008,,,,,,,,,
11/05/2008,0,0.631,5,2008,,,,,,,,,
12/05/2008,0,1.359,5,2008,,,,,,,,,
13/05/2008,0,0.98,5,2008,,,,,,,,,
14/05/2008,0,1.048,5,2008,,,,,,,,,
15/05/2008,0,1.535,5,2008,,,,,,,,,
16/05/2008,0,1.482,5,2008,,,,,,,,,
17/05/2008,0,1.412,5,2008,,,,,,,,,
18/05/2008,0,1.416,5,2008,,,,,,,,,
19/05/2008,0,0.994,5,2008,,,,,,,,,
20/05/2008,0,1.088,5,2008,,,,,,,,,
21/05/2008,0,0.855,5,2008,,,,,,,,,
22/05/2008,0,1.283,5,2008,,,,,,,,,
23/05/2008,0,0.402,5,2008,,,,,,,,,
24/05/2008,0,0.798,5,2008,,,,,,,,,
25/05/2008,0,0.956,5,2008,,,,,,,,,
26/05/2008,0,1.141,5,2008,,,,,,,,,
27/05/2008,0,1.174,5,2008,,,,,,,,,
28/05/2008,0,1.17,5,2008,,,,,,,,,
29/05/2008,1.2,1.049,5,2008,,,,,,,,,
30/05/2008,2.5,0.694,5,2008,,,,,,,,,
31/05/2008,2.4,0.697,5,2008,,,,,,,,,
1/06/2008,4.5,0.548,6,2008,,,,,,,,,
2/06/2008,1.6,0.284,6,2008,,,,,,,,,
3/06/2008,1.7,0.94,6,2008,,,,,,,,,
4/06/2008,0,1.195,6,2008,,,,,,,,,
5/06/2008,1.3,0.136,6,2008,,,,,,,,,
6/06/2008,0,0.966,6,2008,,,,,,,,,
7/06/2008,3.9,0.303,6,2008,,,,,,,,,
8/06/2008,0,1.07,6,2008,,,,,,,,,
9/06/2008,0,0.475,6,2008,,,,,,,,,
10/06/2008,0,1.03,6,2008,,,,,,,,,
11/06/2008,0,0.527,6,2008,,,,,,,,,
12/06/2008,0,0.487,6,2008,,,,,,,,,
13/06/2008,0,0.347,6,2008,,,,,,,,,
14/06/2008,0,0.855,6,2008,,,,,,,,,
15/06/2008,0,1.009,6,2008,,,,,,,,,
16/06/2008,7.2,0.914,6,2008,,,,,,,,,
17/06/2008,0,0,6,2008,,,,,,,,,
18/06/2008,0,1.103,6,2008,,,,,,,,,
19/06/2008,0,0.716,6,2008,,,,,,,,,
20/06/2008,0,0.459,6,2008,,,,,,,,,
21/06/2008,4.1,0.992,6,2008,,,,,,,,,
22/06/2008,16.5,0,6,2008,,,,,,,,,
23/06/2008,31.5,0,6,2008,,,,,,,,,
24/06/2008,9,0.678,6,2008,,,,,,,,,
25/06/2008,13.2,0.424,6,2008,,,,,,,,,
26/06/2008,9.4,0.48,6,2008,,,,,,,,,
27/06/2008,13.2,0.377,6,2008,,,,,,,,,
28/06/2008,6.9,0.547,6,2008,,,,,,,,,
29/06/2008,0,0,6,2008,,,,,,,,,
30/06/2008,0,0.463,6,2008,,,,,,,,,
1/07/2008,5.1,0.672,7,2008,,,,,,,,,
2/07/2008,5.1,0.11,7,2008,,,,,,,,,
3/07/2008,10.7,0.058,7,2008,,,,,,,,,
4/07/2008,9.8,0.518,7,2008,,,,,,,,,
5/07/2008,3.9,0.581,7,2008,,,,,,,,,
6/07/2008,0,1.025,7,2008,,,,,,,,,
7/07/2008,0,0.622,7,2008,,,,,,,,,
8/07/2008,0,0.898,7,2008,,,,,,,,,
9/07/2008,0,0.992,7,2008,,,,,,,,,
10/07/2008,0,1.026,7,2008,,,,,,,,,
11/07/2008,25.7,0.583,7,2008,,,,,,,,,
12/07/2008,6.7,0.098,7,2008,,,,,,,,,
13/07/2008,0,1.112,7,2008,,,,,,,,,
14/07/2008,0,0.688,7,2008,,,,,,,,,
15/07/2008,0,0.415,7,2008,,,,,,,,,
16/07/2008,3,0.426,7,2008,,,,,,,,,
17/07/2008,13.5,0,7,2008,,,,,,,,,
18/07/2008,4.6,0.151,7,2008,,,,,,,,,
19/07/2008,10.4,0.236,7,2008,,,,,,,,,
20/07/2008,5.3,0.514,7,2008,,,,,,,,,
21/07/2008,0,1.131,7,2008,,,,,,,,,
22/07/2008,11.3,0.395,7,2008,,,,,,,,,
23/07/2008,24.7,0.546,7,2008,,,,,,,,,
24/07/2008,0,0.943,7,2008,,,,,,,,,
25/07/2008,0,0.609,7,2008,,,,,,,,,
26/07/2008,9.6,0,7,2008,,,,,,,,,
27/07/2008,8,0,7,2008,,,,,,,,,
28/07/2008,2.5,1.149,7,2008,,,,,,,,,
29/07/2008,8.1,0.439,7,2008,,,,,,,,,
30/07/2008,15.9,0.189,7,2008,,,,,,,,,
31/07/2008,9.7,0.152,7,2008,,,,,,,,,
1/08/2008,8.3,0.582,8,2008,,,,,,,,,
2/08/2008,9.5,0.057,8,2008,,,,,,,,,
3/08/2008,4.5,0.968,8,2008,,,,,,,,,
4/08/2008,4.2,1.311,8,2008,,,,,,,,,
5/08/2008,3.1,1.09,8,2008,,,,,,,,,
6/08/2008,0,1.057,8,2008,,,,,,,,,
7/08/2008,1.5,0.957,8,2008,,,,,,,,,
8/08/2008,9,0.224,8,2008,,,,,,,,,
9/08/2008,0,1.414,8,2008,,,,,,,,,
10/08/2008,0,0.889,8,2008,,,,,,,,,
11/08/2008,5.9,1.316,8,2008,,,,,,,,,
12/08/2008,8.4,0.424,8,2008,,,,,,,,,
13/08/2008,9.4,0.937,8,2008,,,,,,,,,
14/08/2008,10.5,0.866,8,2008,,,,,,,,,
15/08/2008,6.1,0.767,8,2008,,,,,,,,,
16/08/2008,7.4,1.033,8,2008,,,,,,,,,
17/08/2008,13.3,0.828,8,2008,,,,,,,,,
18/08/2008,3.3,1.415,8,2008,,,,,,,,,
19/08/2008,0,1.745,8,2008,,,,,,,,,
20/08/2008,0,1.415,8,2008,,,,,,,,,
21/08/2008,0,1.388,8,2008,,,,,,,,,
22/08/2008,3.1,1.506,8,2008,,,,,,,,,
23/08/2008,0,0.876,8,2008,,,,,,,,,
24/08/2008,6,0.304,8,2008,,,,,,,,,
25/08/2008,5.2,1.802,8,2008,,,,,,,,,
26/08/2008,2.5,0.173,8,2008,,,,,,,,,
27/08/2008,0,1.073,8,2008,,,,,,,,,
28/08/2008,0,1.795,8,2008,,,,,,,,,
29/08/2008,0,1.211,8,2008,,,,,,,,,
30/08/2008,0,1.687,8,2008,,,,,,,,,
31/08/2008,0,1.671,8,2008,,,,,,,,,
1/09/2008,0,2.478,9,2008,,,,,,,,,
2/09/2008,0,2.268,9,2008,,,,,,,,,
3/09/2008,0,1.918,9,2008,,,,,,,,,
4/09/2008,0,2.061,9,2008,,,,,,,,,
5/09/2008,0,0.131,9,2008,,,,,,,,,
6/09/2008,0,1.644,9,2008,,,,,,,,,
7/09/2008,0,2.511,9,2008,,,,,,,,,
8/09/2008,2.4,0.474,9,2008,,,,,,,,,
9/09/2008,2,1.485,9,2008,,,,,,,,,
10/09/2008,6,1.189,9,2008,,,,,,,,,
11/09/2008,12.1,0.884,9,2008,,,,,,,,,
12/09/2008,1.5,1.427,9,2008,,,,,,,,,
13/09/2008,1.9,2.462,9,2008,,,,,,,,,
14/09/2008,0,2.468,9,2008,,,,,,,,,
15/09/2008,0,0.924,9,2008,,,,,,,,,
16/09/2008,0,3.003,9,2008,,,,,,,,,
17/09/2008,1.9,2.167,9,2008,,,,,,,,,
18/09/2008,3.9,2.352,9,2008,,,,,,,,,
19/09/2008,0,1.757,9,2008,,,,,,,,,
20/09/2008,0,2.834,9,2008,,,,,,,,,
21/09/2008,0,2.054,9,2008,,,,,,,,,
22/09/2008,0,3.357,9,2008,,,,,,,,,
23/09/2008,0,1.323,9,2008,,,,,,,,,
24/09/2008,3.6,1.043,9,2008,,,,,,,,,
25/09/2008,0,2.67,9,2008,,,,,,,,,
26/09/2008,0,2.869,9,2008,,,,,,,,,
27/09/2008,5.1,1.409,9,2008,,,,,,,,,
28/09/2008,0,3.554,9,2008,,,,,,,,,
29/09/2008,10.5,0.82,9,2008,,,,,,,,,
30/09/2008,0,3.315,9,2008,,,,,,,,,
1/10/2008,2.3,2.158,10,2008,,,,,,,,,
2/10/2008,0,3.254,10,2008,,,,,,,,,
3/10/2008,0,1.926,10,2008,,,,,,,,,
4/10/2008,11.6,2.421,10,2008,,,,,,,,,
5/10/2008,2.9,0.304,10,2008,,,,,,,,,
6/10/2008,4.5,1.656,10,2008,,,,,,,,,
7/10/2008,7.8,0.101,10,2008,,,,,,,,,
8/10/2008,7.4,2.191,10,2008,,,,,,,,,
9/10/2008,0,3.621,10,2008,,,,,,,,,
10/10/2008,0,3.552,10,2008,,,,,,,,,
11/10/2008,0,3.359,10,2008,,,,,,,,,
12/10/2008,0,3.891,10,2008,,,,,,,,,
13/10/2008,0,4.099,10,2008,,,,,,,,,
14/10/2008,0,3.571,10,2008,,,,,,,,,
15/10/2008,1.3,2.795,10,2008,,,,,,,,,
16/10/2008,8.8,1.961,10,2008,,,,,,,,,
17/10/2008,0,3.266,10,2008,,,,,,,,,
18/10/2008,3,3.57,10,2008,,,,,,,,,
19/10/2008,0,4.345,10,2008,,,,,,,,,
20/10/2008,0,2.99,10,2008,,,,,,,,,
21/10/2008,13.1,0.539,10,2008,,,,,,,,,
22/10/2008,15.1,2.368,10,2008,,,,,,,,,
23/10/2008,19.3,0.657,10,2008,,,,,,,,,
24/10/2008,12.8,2.18,10,2008,,,,,,,,,
25/10/2008,1.2,2.711,10,2008,,,,,,,,,
26/10/2008,0,3.593,10,2008,,,,,,,,,
27/10/2008,0,3.669,10,2008,,,,,,,,,
28/10/2008,0,1.748,10,2008,,,,,,,,,
29/10/2008,0,3.473,10,2008,,,,,,,,,
30/10/2008,0,4.241,10,2008,,,,,,,,,
31/10/2008,0,4.235,10,2008,,,,,,,,,
1/11/2008,3.8,0.43,11,2008,,,,,,,,,
2/11/2008,0,4.903,11,2008,,,,,,,,,
3/11/2008,0,1.672,11,2008,,,,,,,,,
4/11/2008,8.2,2.988,11,2008,,,,,,,,,
5/11/2008,8,2.805,11,2008,,,,,,,,,
6/11/2008,4.5,2.713,11,2008,,,,,,,,,
7/11/2008,0,4.414,11,2008,,,,,,,,,
8/11/2008,0,4.757,11,2008,,,,,,,,,
9/11/2008,1.3,4.707,11,2008,,,,,,,,,
10/11/2008,0,2.632,11,2008,,,,,,,,,
11/11/2008,0,4.022,11,2008,,,,,,,,,
12/11/2008,0,2.841,11,2008,,,,,,,,,
13/11/2008,0,4.265,11,2008,,,,,,,,,
14/11/2008,0,3.649,11,2008,,,,,,,,,
15/11/2008,0,4.377,11,2008,,,,,,,,,
16/11/2008,0,5.073,11,2008,,,,,,,,,
17/11/2008,9.4,2.519,11,2008,,,,,,,,,
18/11/2008,0,4.633,11,2008,,,,,,,,,
19/11/2008,0,3.717,11,2008,,,,,,,,,
20/11/2008,0,4.946,11,2008,,,,,,,,,
21/11/2008,0,4.993,11,2008,,,,,,,,,
22/11/2008,1.4,3.993,11,2008,,,,,,,,,
23/11/2008,0,2.746,11,2008,,,,,,,,,
24/11/2008,4.3,0.856,11,2008,,,,,,,,,
25/11/2008,0,4.963,11,2008,,,,,,,,,
26/11/2008,0,1.938,11,2008,,,,,,,,,
27/11/2008,0,5.061,11,2008,,,,,,,,,
28/11/2008,0,4.239,11,2008,,,,,,,,,
29/11/2008,0,5.658,11,2008,,,,,,,,,
30/11/2008,0,5.744,11,2008,,,,,,,,,
1/12/2008,8.6,2.042,12,2008,,,,,,,,,
